,job,company,ssn,residence,current_location,blood_group,website,username,name,sex,address,mail,birthdate
643,Herpetologist,Godoy e Hijos,66054685624,"Callejón Bulgaria 694 Edif. 414 , Depto. 837
Vieja Singapur, BC 91643-4071","(Decimal('-52.1933125'), Decimal('-53.564197'))",A-,"['http://www.proyectos.com/', 'http://www.limon-cordero.info/', 'http://www.meza.com/', 'https://casas.com/']",hvalladares,Ana Carlota Zambrano,F,"Viaducto Durango 000 Interior 896
Vieja Mali, MEX 14477-9352",emilionava@hotmail.com,1996-11-08
644,Scientific laboratory technician,Caraballo S.A. de C.V.,12056065118,"Retorno Fiji 988 Edif. 783 , Depto. 691
Nueva Chad, DGO 27794","(Decimal('-30.1355925'), Decimal('149.205414'))",AB+,"['http://www.laboratorios.com/', 'https://narvaez.com/']",augustoiglesias,Héctor Manzanares Palacios,M,"Circuito Estados Unidos de América 431 Edif. 344 , Depto. 513
Nueva Emiratos Árabes Unidos, MEX 08501",esteladavila@yahoo.com,2001-01-08
645,"Copywriter, advertising",Colón-Villanueva,92999431585,"Peatonal Sur Rosado 472 Edif. 731 , Depto. 920
Nueva Montenegro, AGS 75839","(Decimal('-9.587406'), Decimal('13.161545'))",A+,"['https://griego.org/', 'http://www.lozano.com/']",fruelas,Citlali Nayeli Reyna Valdivia,M,"Callejón Norte Villarreal 723 411
Vieja República de Corea, NL 48759-3434",lozanoisrael@yahoo.com,1944-09-18
646,Customer service manager,Corporacin Esparza-Medina,92313420470,"Corredor Sur Páez 520 Edif. 914 , Depto. 398
San Inés los altos, DF 13734-2813","(Decimal('34.838441'), Decimal('0.063989'))",AB+,['http://ruelas-bueno.com/'],guadalupelebron,Sr(a). Abel Galarza,F,"Avenida Sur Naranjo 493 161
Nueva Tailandia, HGO 71484",jassoyolanda@hotmail.com,2019-11-30
647,Technical sales engineer,Viera S.A. de C.V.,97871553455,"Andador Quintana Roo 208 915
San Abril los bajos, NAY 34028-7753","(Decimal('76.0267935'), Decimal('-6.082733'))",B-,"['https://despacho.org/', 'https://www.grupo.com/', 'http://www.proyectos.com/']",polivas,Hernán Rojo Villareal,F,"Circuito Uganda 970 Edif. 004 , Depto. 037
Nueva República de Corea, COL 67302-3459",oscar50@hotmail.com,1974-07-11
648,"Therapist, sports",Acosta y Escalante S. R.L. de C.V.,76840819791,"Calle Arenas 071 Interior 860
Nueva Côte d'Ivoire, MICH 30106-7694","(Decimal('72.745337'), Decimal('117.133081'))",O+,"['http://rios-rodrigez.com/', 'https://industrias.com/']",mateo48,Eloy Pacheco,F,"Calle Guanajuato 226 Interior 365
Nueva Congo, DF 80871-3783",cpalomo@yahoo.com,1932-07-16
649,Sales executive,"Coronado, Montenegro y Báez",62299066811,"Viaducto Niño 435 Interior 215
Nueva Ecuador, BCS 13043-0569","(Decimal('72.636986'), Decimal('15.292861'))",A+,['https://www.benitez-matias.com/'],cgalvez,Luis Miguel Nadia Echeverría,F,"Privada Colima 608 Interior 914
San Mauricio los bajos, DF 67323",patinosocorro@yahoo.com,1952-11-03
650,Chief of Staff,Industrias Trejo y Cabrera,12838515471,"Continuación Marruecos 082 Edif. 756 , Depto. 454
San Eva los bajos, HGO 31128","(Decimal('-28.8722905'), Decimal('103.151104'))",B-,"['https://rendon.net/', 'https://verduzco.com/', 'http://www.bahena.biz/', 'http://www.club.com/']",victor81,Guadalupe Emiliano Bernal,F,"Circuito Arriaga 020 Edif. 512 , Depto. 724
Vieja Jamaica, PUE 07494",saltamirano@hotmail.com,1919-01-01
651,English as a second language teacher,Grupo Barrios y Zapata,40237009580,"Avenida Croacia 267 457
Vieja Madagascar, YUC 94614-6040","(Decimal('74.1932045'), Decimal('168.540820'))",O-,['http://www.laboratorios.biz/'],izepeda,Eric Aragón Limón,F,"Callejón Lucero 871 Edif. 030 , Depto. 357
Nueva Saint Kitts y Nevis, CHIS 28751-6801",pllamas@yahoo.com,2014-04-24
652,"Editor, commissioning","Reséndez, Ledesma y Romero",20030885048,"Prolongación San Luis Potosí 551 Interior 030
San Cynthia los altos, Q. ROO 55346-4115","(Decimal('85.625038'), Decimal('51.050268'))",B-,"['http://despacho.com/', 'http://www.barela-colon.com/']",isabelmarin,Lic. Felix Menchaca,F,"Avenida Bélgica 805 Edif. 077 , Depto. 342
Vieja Guatemala, JAL 94809-6678",sergio26@hotmail.com,1972-06-18
653,"Psychotherapist, child",Proyectos Gallegos-Ramón,62120209408,"Eje vial Querétaro 163 Edif. 291 , Depto. 199
San Zeferino los altos, VER 13831-3773","(Decimal('-11.079959'), Decimal('139.627100'))",B-,"['http://villalobos.com/', 'https://gaitan.com/', 'https://www.arce-suarez.com/']",rperez,Nicolás Díaz,F,"Viaducto Azerbaiyán 841 Interior 986
San Luis Miguel los altos, MICH 44835",anabelbaca@hotmail.com,1945-06-08
654,Investment analyst,Baca S. R.L. de C.V.,81827917089,"Callejón Norte Esparza 588 Edif. 049 , Depto. 673
Vieja República de Corea, HGO 47151","(Decimal('40.760529'), Decimal('-62.308960'))",O-,"['https://corporacin.org/', 'https://razo.net/', 'http://arevalo.org/']",jose-manuelarevalo,Teresa Urbina,M,"Retorno Norte Tello 501 Edif. 083 , Depto. 311
Nueva Tonga, BC 33252",valdeslaura@hotmail.com,1949-01-31
655,Farm manager,Carvajal-Caballero,80513378580,"Continuación El Salvador 715 Edif. 361 , Depto. 137
Vieja Timor-Leste, CAMP 84992-2791","(Decimal('14.048752'), Decimal('71.687995'))",AB-,"['https://www.palomino.com/', 'https://toro.com/']",riojasfrancisco-javier,Jos Valverde,M,"Andador Indonesia 704 Edif. 254 , Depto. 165
San Julia de la Montaña, CHIS 33171",drios@gmail.com,1965-08-25
656,"Nurse, children's","Corporacin Samaniego, Sauceda y Montoya",37225184888,"Periférico Guanajuato 758 Interior 792
San Jacobo los altos, BCS 89530","(Decimal('-0.9379685'), Decimal('131.640750'))",A-,"['https://florez.com/', 'https://despacho.com/']",catalina50,Federico Inés Arteaga,M,"Cerrada Zambia 504 Edif. 927 , Depto. 584
San Jaime de la Montaña, COL 37400-3989",asunciongiron@yahoo.com,2000-04-01
657,"Pharmacist, community","Club Solorzano, Carmona y Mora",53473255486,"Cerrada Norte Pacheco 555 Interior 786
San Francisca los bajos, GTO 29428-0894","(Decimal('-34.396535'), Decimal('-7.383704'))",B-,"['http://www.alfaro.com/', 'http://www.rosales-ybarra.biz/', 'http://duarte.info/']",karla74,Emilia Soledad Arteaga,F,"Prolongación Sur Zaragoza 529 Interior 085
San Lorena de la Montaña, CHIH 81748",socorrojaramillo@gmail.com,1951-07-23
658,Advertising art director,Laboratorios Arreola y Hernández,93368664038,"Periférico Norte Casares 263 Edif. 123 , Depto. 530
San Victoria de la Montaña, PUE 28166","(Decimal('-41.8458995'), Decimal('77.253141'))",A-,"['http://www.corporacin.com/', 'https://proyectos.info/']",sofia24,Ing. Marcos Galindo,M,"Diagonal Norte Valdivia 109 Edif. 824 , Depto. 211
San Salma los bajos, COAH 79703-5517",citlalijaime@gmail.com,1944-07-13
659,Chief Marketing Officer,Despacho Bañuelos y Benítez,68071752312,"Cerrada Cabrera 446 Interior 516
San Hilda los altos, NL 35586","(Decimal('-2.889688'), Decimal('-23.106170'))",A-,"['https://industrias.com/', 'https://zedillo-santiago.info/', 'http://esparza-mota.biz/']",bpalomino,Nelly Ávila,M,"Viaducto Nuevo León 541 Edif. 763 , Depto. 272
San Clara de la Montaña, DGO 41618-6334",pamelajasso@hotmail.com,2016-04-29
660,Advertising account executive,Aponte-Colón,15320196932,"Eje vial Veracruz de Ignacio de la Llave 465 889
Vieja Nigeria, NL 98033","(Decimal('-65.7863245'), Decimal('43.371696'))",O+,"['http://montenegro-collado.com/', 'https://corporacin.com/', 'https://www.salazar-cedillo.org/']",eloyguerrero,Elvira Ayala Montemayor,F,"Circunvalación Tlaxcala 820 Edif. 316 , Depto. 481
San Antonio de la Montaña, CAMP 89040-8116",luciade-la-rosa@gmail.com,1953-09-06
661,"Producer, radio","Laboratorios Rivero, Alonzo y Rivero",77264518554,"Circuito Norte Villa 486 Interior 508
San Diego los bajos, DGO 20603","(Decimal('11.5818405'), Decimal('177.871019'))",A-,"['http://www.laboratorios.org/', 'http://www.centeno.com/', 'http://marin.com/']",carlalemus,Elena Nicolás Marroquín Sarabia,F,"Corredor Sur Curiel 410 Interior 332
Nueva Líbano, SIN 95669-9628",mireleseugenia@gmail.com,1976-09-30
662,"Designer, multimedia",Industrias Valenzuela y Amaya,71045187029,"Periférico Sur Gurule 399 311
San Abril los bajos, TAB 82985-5585","(Decimal('-13.542724'), Decimal('-162.286112'))",A+,"['https://www.industrias.info/', 'http://club.com/', 'https://de.com/', 'https://www.ibarra-tafoya.com/']",oroscoadan,Ariadna Zarate Rosado,M,"Circuito Rosas 652 295
Vieja Rwanda, TAMPS 61716-9541",lvillagomez@yahoo.com,2004-02-15
663,Civil Service fast streamer,Lucero-Nava,50911739337,"Cerrada San Marino 114 Edif. 725 , Depto. 733
San Gonzalo los bajos, DGO 43895","(Decimal('63.350107'), Decimal('-162.484246'))",B+,"['https://proyectos.com/', 'http://www.gonzales.biz/', 'http://www.grupo.com/']",dmalave,Manuel Alonso,M,"Corredor Yucatán 551 Edif. 333 , Depto. 788
Nueva Perú, JAL 56429",ramosperla@gmail.com,1948-03-24
664,Hospital pharmacist,Guerrero y Burgos S.A. de C.V.,76439687070,"Peatonal Tabasco 248 Edif. 104 , Depto. 961
San Zoé los bajos, TLAX 35401","(Decimal('-63.956159'), Decimal('-41.286706'))",B-,"['https://proyectos.info/', 'https://irizarry.com/', 'https://venegas-osorio.org/']",suarezguillermina,Raúl Yeni Bétancourt,M,"Prolongación Baja California Sur 971 Edif. 499 , Depto. 148
Vieja Uganda, Q. ROO 96612-4178",ycervantez@yahoo.com,1985-01-20
665,"Administrator, arts",Echeverría S.A.,06218078704,"Privada de la Garza 537 Interior 629
San Bianca los altos, MEX 18607-6940","(Decimal('80.394400'), Decimal('163.955632'))",A-,['http://saavedra.net/'],aldonzapatino,Abigail Muro,F,"Circuito Veracruz de Ignacio de la Llave 208 Edif. 770 , Depto. 341
Vieja Arabia Saudita, QRO 44395",munozramon@gmail.com,2014-11-14
666,Warehouse manager,Alonzo-Solano,51043868101,"Peatonal Nigeria 476 Interior 326
San Juana los altos, QRO 90428","(Decimal('-57.839739'), Decimal('-18.457764'))",AB+,['https://quezada.info/'],victorbatista,Dalia Javier Chacón,F,"Peatonal Turquía 305 Edif. 412 , Depto. 454
Vieja Croacia, TLAX 76904",jaquelinecabrera@yahoo.com,1937-09-21
667,Bonds trader,Aguilar-Guevara,58918973627,"Andador Sur Peres 045 Edif. 826 , Depto. 490
San Reynaldo los altos, COL 90361-7221","(Decimal('83.888608'), Decimal('-83.866078'))",A+,['https://acosta.org/'],holguinhumberto,Diego Mesa,F,"Circunvalación Sinaloa 181 690
San Arturo los bajos, TLAX 89615-8228",teresasierra@gmail.com,2002-03-10
668,Warden/ranger,Club Negrete-Granados,55340819857,"Avenida Mondragón 017 Interior 072
Nueva Estonia, DGO 76070","(Decimal('49.513544'), Decimal('118.725076'))",AB-,['http://club.net/'],tapiarodolfo,Adalberto Zarate Concepción,M,"Viaducto Sur Anguiano 092 Edif. 593 , Depto. 388
San Teodoro los bajos, YUC 04544-2815",cruzfrida@yahoo.com,2021-04-21
669,Community development worker,"Portillo, Espinoza y Luna",19254572142,"Eje vial Durango 074 Edif. 893 , Depto. 448
San María Luisa los altos, VER 51883-0831","(Decimal('-68.618649'), Decimal('30.370159'))",B+,"['https://industrias.com/', 'https://www.proyectos.com/', 'http://camacho-valladares.com/', 'http://www.laboratorios.com/']",maria-teresavelasquez,Mtro. Hilda Camacho,F,"Ampliación Nayarit 534 879
San Inés de la Montaña, MOR 50658",romerosonia@gmail.com,2004-11-10
670,Clinical psychologist,Club Hidalgo-Gurule,37379677554,"Callejón Montero 511 Interior 252
San Diana los altos, SLP 05741-8419","(Decimal('-40.3742235'), Decimal('166.130866'))",AB+,"['http://www.quintana.com/', 'https://www.calderon.com/', 'https://enriquez.com/', 'http://www.industrias.com/']",augusto98,Alonso Villareal,F,"Andador Sonora 630 541
Nueva Kiribati, GRO 22300",guzmannicolas@yahoo.com,1958-01-05
671,Insurance underwriter,"Proyectos Varela, Abreu y Godoy",55473826240,"Pasaje Sur Delgado 695 Edif. 081 , Depto. 756
San Violeta los bajos, QRO 70082-4124","(Decimal('35.194438'), Decimal('36.688936'))",A-,"['http://despacho.com/', 'http://rivera.net/', 'https://www.de.com/', 'https://www.grupo.info/']",franciscocolunga,Germán Josefina Vanegas,F,"Pasaje Granada 827 Edif. 917 , Depto. 376
Vieja Ucrania, NL 18061-2210",jose-luis74@gmail.com,1931-04-07
672,"Engineer, biomedical",Concepción y Arreola S.A. de C.V.,34670772820,"Avenida Sur Frías 404 Edif. 918 , Depto. 123
San Gregorio los altos, TAMPS 33397","(Decimal('74.2413565'), Decimal('38.402825'))",O+,"['https://www.industrias.com/', 'https://solano.com/']",gonzalofrias,Verónica Bruno Cepeda Cano,M,"Prolongación Sur Cadena 340 Edif. 597 , Depto. 490
San María Luisa los altos, OAX 19819-5415",villarrealeric@yahoo.com,2010-03-30
673,Retail merchandiser,de la Rosa-Salgado A.C.,64816127472,"Andador Norte Alejandro 556 482
Nueva Bahrein, HGO 38427-3520","(Decimal('-71.607810'), Decimal('-16.921870'))",AB-,"['https://casas-echeverria.com/', 'http://www.despacho.info/']",liliacortes,Irene Adriana Rendón López,F,"Ampliación Durango 696 886
Vieja Hungría, CHIH 62325-5679",uurbina@hotmail.com,1977-08-03
674,Advertising account planner,de la Garza y Asociados,73932144543,"Pasaje Sur Rojo 769 Edif. 128 , Depto. 840
Vieja Mozambique, TLAX 92778-9614","(Decimal('63.054316'), Decimal('-78.638260'))",AB+,"['http://de.com/', 'http://www.duran-rincon.biz/']",monica64,Luis Emiliano Méndez,M,"Circuito Anaya 442 210
Vieja Omán, SLP 92562",sara69@gmail.com,1928-01-03
675,Museum education officer,Proyectos Saldivar y Méndez,11986472345,"Callejón Distrito Federal 201 Interior 127
San Florencia los altos, MEX 70029-9580","(Decimal('40.111838'), Decimal('-177.391231'))",A-,"['http://sandoval-de.info/', 'https://grupo.com/']",josecuellar,Lic. Yeni García,F,"Peatonal Cabo Verde 531 Interior 838
San Conchita los altos, OAX 08200-0434",alemanamalia@yahoo.com,2018-01-05
676,"Investment banker, operational",Despacho Alonzo-Figueroa,93488617270,"Cerrada Colima 054 Edif. 314 , Depto. 975
San Jorge Luis los altos, SON 15295","(Decimal('-41.778814'), Decimal('-101.617363'))",B-,"['http://www.molina-gonzalez.com/', 'http://www.despacho.com/', 'https://www.palacios.com/']",mariaveliz,Mtro. Zoé Cornejo,M,"Retorno Casares 003 Interior 175
Vieja Belarús, DGO 14088-0862",wbadillo@yahoo.com,1933-03-03
677,"Exhibitions officer, museum/gallery","Proyectos Rodarte, Sevilla y Porras",33631964443,"Andador Luxemburgo 427 Interior 788
San Gilberto los altos, TAB 49924","(Decimal('18.596338'), Decimal('45.188053'))",A-,['https://www.corporacin.com/'],candelariaangel,Mtro. Horacio Apodaca,M,"Boulevard Turkmenistán 795 290
San Marisol de la Montaña, TLAX 76694-6627",maximilianomedrano@yahoo.com,1981-12-23
678,Sports administrator,Despacho Meza y Mojica,73843161875,"Retorno Durango 270 Interior 278
San Nicolás de la Montaña, DF 58223-0280","(Decimal('-19.299210'), Decimal('-123.206281'))",AB+,"['https://grupo.com/', 'https://club.com/']",santiagomacias,César Meraz Chapa,M,"Cerrada Norte Elizondo 479 961
Nueva Estados Unidos de América, TLAX 14026",caraballohoracio@gmail.com,1954-06-17
679,Restaurant manager,Gonzales y Alonso y Asociados,52013874863,"Periférico Santa Lucía 388 475
San Ruby los bajos, MICH 77238","(Decimal('-38.0838395'), Decimal('59.950680'))",AB-,"['https://www.quintero.com/', 'https://castellanos.biz/', 'https://www.zavala-cortez.info/']",juancarbajal,Martha Reynoso,F,"Eje vial Norte Bueno 762 Interior 572
Vieja Costa Rica, TLAX 20879-9286",dianaesquivel@gmail.com,1982-12-23
680,Tax adviser,Gollum-Villalpando,73202507932,"Continuación Durango 701 Edif. 072 , Depto. 003
San Andrea de la Montaña, DF 09582","(Decimal('-24.145029'), Decimal('108.384225'))",B-,['http://casanova-gallardo.com/'],villalpandoandres,Mtro. Luis Miguel Mercado,M,"Retorno Oaxaca 981 106
San Angélica los altos, CHIS 91358",hildacarrasco@hotmail.com,1952-06-26
681,Holiday representative,"Proyectos Regalado, Menéndez y Rodríguez",59699313868,"Corredor Norte Arredondo 418 996
Vieja Tuvalu, MOR 68612-4268","(Decimal('-68.5505805'), Decimal('-112.491788'))",O+,['http://proyectos.com/'],hnarvaez,Carmen René Collazo,F,"Circunvalación Sur Benavides 129 Edif. 886 , Depto. 343
San Rosa de la Montaña, MEX 60003-0505",perla04@yahoo.com,1979-05-27
682,Technical brewer,"Grupo Jurado, Serrato y Trejo",01260284284,"Calzada Escamilla 609 Edif. 831 , Depto. 908
San Emilio de la Montaña, OAX 45818-3130","(Decimal('74.1851675'), Decimal('135.812749'))",B+,"['https://barrios-olvera.com/', 'https://pichardo-lomeli.net/', 'https://duran.biz/']",minervasierra,Oswaldo Rufino Curiel,M,"Ampliación Eslovenia 041 Interior 850
Nueva Suecia, SLP 42484",qlaboy@hotmail.com,1913-07-29
683,Energy manager,"Sanabria, Roybal y Badillo",37149969844,"Prolongación Chávez 060 202
San Gabriel de la Montaña, BCS 83109","(Decimal('-84.8184405'), Decimal('-146.897593'))",O-,['http://www.madera.net/'],izavala,Adriana Longoria Laboy,F,"Privada Oaxaca 610 Interior 993
San Clara los bajos, ZAC 03502",soriaivan@yahoo.com,2014-02-01
684,Animal technologist,"Grupo Jasso, Verdugo y Santiago",84874623816,"Retorno Chihuahua 620 Edif. 325 , Depto. 274
San Homero los altos, QRO 43233","(Decimal('-59.175706'), Decimal('-141.081409'))",AB+,['http://corporacin.com/'],mariomadrid,Fabiola Minerva Roybal Barrera,M,"Calzada Papua Nueva Guinea 408 Interior 286
San Ilse los altos, QRO 56821-6172",jalarcon@yahoo.com,1981-11-24
685,Television/film/video producer,Salazar-Montalvo,35710054491,"Pasaje Salinas 626 Interior 426
Nueva Finlandia, HGO 46153-6510","(Decimal('2.9826775'), Decimal('-161.827855'))",O-,"['http://www.rocha.org/', 'https://www.corporacin.biz/', 'https://www.delgado.net/', 'https://orta-almaraz.com/']",perlaabreu,Rosalia José Carlos de Anda,F,"Callejón Sur Meléndez 266 534
San Guadalupe los altos, HGO 72296",felix56@gmail.com,1931-02-17
686,Chartered loss adjuster,"Corporacin Meza, Rosado y Esparza",64275517007,"Calzada Veracruz de Ignacio de la Llave 831 Interior 386
San Modesto los bajos, MOR 04272","(Decimal('-2.5925105'), Decimal('96.958502'))",O-,"['https://proyectos.com/', 'http://www.farias-casarez.org/', 'http://industrias.com/']",vanesaurena,Aldo Salas,M,"Ampliación Gaona 627 Interior 681
Vieja Federación de Rusia, TLAX 80958",sandra05@yahoo.com,2017-08-12
687,Logistics and distribution manager,Ordóñez-Rivas S. R.L. de C.V.,41794114649,"Cerrada Sotelo 767 335
San Julio de la Montaña, COAH 99358-9419","(Decimal('-52.2733825'), Decimal('21.154423'))",AB+,"['http://www.gaona-collado.com/', 'http://grupo.com/', 'http://www.villagomez-miramontes.com/', 'http://angulo.net/']",jassoemiliano,Mtro. Roberto Ornelas,F,"Prolongación Burkina Faso 792 Interior 789
San Mateo de la Montaña, MICH 65803-8109",paola25@hotmail.com,1997-07-29
688,IT trainer,Farías-Rincón,97649085376,"Prolongación Coahuila de Zaragoza 285 Edif. 578 , Depto. 997
Nueva Chipre, MEX 17197-3110","(Decimal('66.9384205'), Decimal('-130.892145'))",O-,"['http://www.zarate-alarcon.net/', 'http://www.club.com/', 'https://www.saiz-alcantar.biz/']",iecheverria,Lic. Estefanía Acevedo,M,"Ampliación Norte Baca 149 835
San Andrés los bajos, MOR 43539",tmendoza@gmail.com,1908-11-07
689,Nutritional therapist,Despacho Mota-Márquez,14278762878,"Calzada Chiapas 400 Edif. 793 , Depto. 191
San Tania los bajos, SON 12331","(Decimal('8.884281'), Decimal('-67.179678'))",O-,['http://www.club.com/'],lorena41,Úrsula Berríos,F,"Boulevard Norte Hernádez 567 Edif. 204 , Depto. 386
San Alfredo de la Montaña, VER 28642",luissegovia@gmail.com,1983-04-25
690,Bonds trader,Romero-Colunga,58241021862,"Pasaje Sur Anaya 096 Edif. 514 , Depto. 736
San Lucas de la Montaña, COAH 38699-3859","(Decimal('-88.387163'), Decimal('31.571805'))",O-,['http://laboratorios.com/'],eliasbetancourt,Sr(a). Renato Bañuelos,F,"Andador Líbano 402 721
San Luis Manuel los altos, HGO 13244-3722",pmelendez@gmail.com,1953-09-15
